id,name,model_name,price,price_currency,body_type,source,location,drive,mileage,mileage_unit,color,year_of_manufacture,annual_insurance,torque,cylinders,fuel_type,aspiration,engine_size,transmission,horse_power,seat_material,number_of_seats,heated_seats,air_conditioning,trimming,infotainment_system,phone_connectivity,auto_start_and_stop,keyless_entry_and_push_button_start,steering_mounted_paddle_shifts,urban_consumption,fuel_tank_capacity,highway_consumption,lane_assist,reverse_camera,adaptive_cruise_control,standard_cruise_control,antilock_braking_system,automatic_brake_hold_system,tyre_pressure_monitoring_system,number_of_airbags,gps_tracker
2634,"Audi Q5 2.0T QUATTRO ""Typ 80A""",Q5,5349999,KES,SUV,Foreign Used,High seas,AWD,59000,KM,White,2017,240750,370,4,Petrol,Turbo/Supercharger,2000,Automatic,252,Leather,5,TRUE,Dual Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,8,TRUE
2607,Toyota Succeed,Probox / Succeed,1349999,KES,Station Wagon,Foreign Used,"Nairobi, Kenya.",4WD,61000,KM,White,2016,56250,141,4,Petrol,Natural,1500,Automatic,109,Fabric,5,FALSE,,,Android Auto,TRUE,FALSE,FALSE,FALSE,14,,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,8,TRUE
2596,Mazda Demio,Demio,1349999,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,109925,KM,Red,2016,60750,102,4,Petrol,Natural,1300,Automatic,94,Fabric,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,FALSE,FALSE,FALSE,16,,18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,8,TRUE
2591,Audi A6 2.0L TFSI,A6,2049999,KES,Saloon,Kenyan Used,"Nairobi, Kenya.",2WD,125719,KM,White,2012,92250,320,4,Petrol,Turbo/Supercharger,2000,Automatic,180,Leather,5,FALSE,Dual Zone,Wood,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE
2590,Peugeot 2008,2008,1879999,KES,SUV,Foreign Used,"Nairobi, Kenya.",2WD,88000,KM,Red,2017,90500,240,4,Petrol,Turbo/Supercharger,1200,Automatic,134,Semi Leather,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,FALSE,FALSE,FALSE,16,,18,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
2562,Peugeot 308,308,1849999,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,29204,KM,Grey,2016,83250,230,4,Petrol,Natural,1200,Automatic,128,Fabric,5,FALSE,,Polished Metal,Android Auto,TRUE,TRUE,FALSE,TRUE,16,,18,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
2560,Honda Fit Hybrid,Fit,1569999,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,82306,KM,White,2016,71100,145,4,Petrol Hybrid,Natural,1500,Automatic,120,Semi Leather,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,FALSE,16,,18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,8,TRUE
2559,Mitsubishi Fuso F1,Fuso F1,3899999,KES,Truck,Kenyan Used,"Nairobi, Kenya.",4WD,161221,KM,White,2018,175500,520,4,Diesel,Turbo/Supercharger,4000,Automatic,170,Fabric,3,FALSE,,,,TRUE,FALSE,FALSE,FALSE,6,,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
2554,Peugeot 208,208,1299999,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,109530,KM,Red,2017,58500,230,4,Petrol,Natural,1200,Automatic,128,Fabric,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,FALSE,FALSE,TRUE,16,,18,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
2552,Audi Q5,Q5,4399999,KES,SUV,Foreign Used,"Nairobi, Kenya.",AWD,83641,KM,Black,2016,198000,350,4,Petrol,Turbo/Supercharger,2000,Automatic,222,Semi Leather,5,FALSE,Dual Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
2534,Audi Q7 3.0TDI,Q7,1799999,KES,SUV,Kenyan Used,"Nairobi, Kenya.",AWD,253014,KM,Silver,2007,81000,500,6,Diesel,Turbo/Supercharger,3000,Automatic,233,Leather,7,FALSE,Dual Zone,Polished Metal,Audi MM1 infotainment,TRUE,FALSE,FALSE,FALSE,9,,11,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,8,TRUE
2533,Isuzu NQR 5.0L,NQR,3849999,KES,Truck,Kenyan Used,"Nairobi, Kenya.",4WD,94169,KM,White,2020,173250,612,6,Diesel,Turbo/Supercharger,5000,Manual,215,Leather,2,FALSE,,,,TRUE,FALSE,FALSE,FALSE,8,,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
2532,Suzuki Solio,Solio,619999,KES,Hatchback,Kenyan Used,"Nairobi, Kenya.",2WD,329732,KM,Dark Purple,2011,27900,118,4,Petrol,Natural,1242,Automatic,91,Fabric,4,FALSE,,,,TRUE,FALSE,TRUE,FALSE,16,,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE
2522,"Toyota Fielder ""S""",Fielder,2149999,KES,Station Wagon,Foreign Used,"Nairobi, Kenya.",4WD,84751,KM,Silver,2016,96750,164,4,Petrol,Natural,1800,Automatic,131,Fabric,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,FALSE,TRUE,FALSE,11,,13,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE
2521,Mitsubishi Galant Fortis Sportback  2.0 Ralliart,Galant,1449999,KES,Station Wagon,Kenyan Used,"Nairobi, Kenya.",4WD,133294,KM,Grey,2014,65250,343,4,Petrol,Turbo/Supercharger,2000,Automatic,240,Fabric,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,FALSE,TRUE,TRUE,10,,12,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
2519,Mercedes Benz GLC 250 4 MATIC,GLC,5999999,KES,SUV,Foreign Used,"Nairobi, Kenya.",AWD,29269,KM,Silver,2016,270000,350,4,Petrol,Turbo/Supercharger,2000,Automatic,208,Semi Leather,5,TRUE,Dual Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,8,TRUE
2497,"Audi Q5 2.0T S-LINE QUATTRO ""Typ 8R""",Q5,4499999,KES,SUV,Foreign Used,"Nairobi, Kenya.",AWD,31572,KM,Black,2016,202500,350,4,Petrol,Turbo/Supercharger,2000,Automatic,222,Semi Leather,5,FALSE,Dual Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
2496,Audi A5 2.0T QUATTRO S-Line,A5,3649999,KES,Saloon,Foreign Used,"Nairobi, Kenya.",AWD,90403,KM,White,2016,164250,350,4,Petrol,Turbo/Supercharger,2000,Automatic,208,Leather,5,FALSE,Dual Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
2481,Volvo XC60 D4/SUNROOF,XC60,3849999,KES,SUV,Foreign Used,"Nairobi, Kenya.",2WD,84117,KM,White,2016,173250,400,4,Diesel,Turbo/Supercharger,2000,Automatic,179,Leather,5,FALSE,Dual Zone,Wood,Android Auto,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,8,TRUE
2477,Toyota Hiace 2.7L,Hiace,1479999,KES,Van,Kenyan Used,"Nairobi, Kenya.",2WD,302000,KM,White,2012,66600,269,4,Petrol,Natural,2700,Automatic,167,Fabric,14,FALSE,,,,TRUE,FALSE,FALSE,FALSE,9,,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
2476,Volvo S60 T3,S60,2479999,KES,Saloon,Foreign Used,"Nairobi, Kenya.",2WD,47453,KM,Blue,2017,111600,240,4,Petrol,Turbo/Supercharger,1600,Automatic,148,Leather,5,TRUE,Dual Zone,Wood,Android Auto,TRUE,TRUE,TRUE,TRUE,14,,16,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE
2464,Toyota Vanguard,Vanguard,1629999,KES,SUV,Kenyan Used,"Nairobi, Kenya.",4WD,208584,KM,Black,2010,73350,250,4,Petrol,Natural,2400,Automatic,176,Fabric,5,FALSE,,,,TRUE,FALSE,FALSE,FALSE,10,,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE
2462,Nissan Latio,Latio,869000,KES,Saloon,Kenyan Used,"Nairobi, Kenya.",2WD,20696,KM,White,2014,39105,145,4,Petrol,Natural,1500,Automatic,109,Fabric,5,FALSE,,,,TRUE,FALSE,FALSE,FALSE,14,,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE
2461,Landrover Discovery IV/ SUNROOF,Discovery IV,7199999,KES,SUV,Foreign Used,"Nairobi, Kenya.",4WD,92837,KM,Blue,2016,324000,600,6,Diesel,Turbo/Supercharger,3000,Automatic,254,Leather,7,TRUE,Dual Zone,Polished Metal,Android Auto,TRUE,FALSE,TRUE,TRUE,9,,11,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE
2460,"Toyota Landcruiser ""ZX""",Landcruiser 200 series,5849999,KES,SUV,Kenyan Used,"Nairobi, Kenya.",4WD,138000,KM,White,2011,303750,450,8,Petrol,Natural,4600,Automatic,314,Leather,7,TRUE,Multi Zone,Wood,Android Auto,TRUE,FALSE,TRUE,FALSE,6,,8,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,10,TRUE
2459,Audi Q3 2.0L Quattro,Q3,3799999,KES,SUV,Foreign Used,"Nairobi, Kenya.",AWD,104000,KM,White,2016,171000,650,4,Petrol,Turbo/Supercharger,2000,Automatic,217,Fabric,5,FALSE,Dual Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE
2443,Toyota Mark X G's,Mark X,3299999,KES,Saloon,Foreign Used,"Nairobi, Kenya.",2WD,79449,KM,Green,2016,162000,243,4,Petrol,Natural,2500,Automatic,200,Alcantara,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,FALSE,TRUE,FALSE,10,,12,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,8,TRUE
2441,Mazda Verisa,Verisa,665000,KES,Hatchback,Kenyan Used,"Nairobi, Kenya.",2WD,175927,KM,White,2008,29925,140,4,Petrol,Natural,1500,Automatic,113,Fabric,5,FALSE,,,Android Auto,TRUE,FALSE,FALSE,FALSE,14,,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE
2440,Audi A6 2.0L TFSI,A6,2249999,KES,Saloon,Kenyan Used,"Nairobi, Kenya.",2WD,99983,KM,Black,2012,101250,350,4,Petrol,Turbo/Supercharger,2000,Automatic,211,Leather,5,FALSE,Dual Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE
2439,Mercedes Benz GLC 250 4 MATIC /SUNROOF,GLC,5999999,KES,SUV,Foreign Used,"Nairobi, Kenya.",AWD,82311,KM,Silver,2016,270000,350,4,Petrol,Turbo/Supercharger,2000,Automatic,208,Leather,5,FALSE,Dual Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,8,TRUE
2426,SUBARU WRX S4,WRX,1949999,KES,Saloon,Kenyan Used,"Nairobi, Kenya.",AWD,102654,KM,Silver,2014,87750,400,4,Petrol,Turbo/Supercharger,2000,Automatic,300,Leather,5,FALSE,Dual Zone,Carbon Fibre,Android Auto,TRUE,FALSE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,7,TRUE
2425,Audi A4 2.0L,A4,2249999,KES,Saloon,Kenyan Used,"Nairobi, Kenya.",2WD,91738,KM,Wine Red,2013,112500,320,4,Petrol,Turbo/Supercharger,2000,Automatic,180,Leather,5,FALSE,Dual Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
2423,Mazda Atenza 2.2D,Atenza,2549999,KES,Saloon,Foreign Used,"Nairobi, Kenya.",2WD,130083,KM,Black,2016,114750,310,4,Diesel,Turbo/Supercharger,2200,Automatic,173,Leather,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
2422,Mazda Atenza 2.2D,Atenza,2549999,KES,Saloon,Foreign Used,"Nairobi, Kenya.",2WD,164988,KM,Wine Red,2016,114750,310,4,Diesel,Turbo/Supercharger,2200,Automatic,173,Leather,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
2421,Mazda CX-5 2.2D,Cx5,3249999,KES,SUV,Foreign Used,"Nairobi, Kenya.",2WD,80000,KM,Light Blue,2017,150750,418,4,Diesel,Turbo/Supercharger,2200,Automatic,173,Fabric,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
2414,Subaru Outback 'EyeSight Package 2.5',Outback,3349999,KES,Station Wagon,Foreign Used,"Nairobi, Kenya.",AWD,131255,KM,Grey,2016,150750,235,4,Petrol,Natural,2500,Automatic,178,Leather,5,TRUE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,8,TRUE
2412,Volvo V60 T3,V60,2499999,KES,Station Wagon,Foreign Used,"Nairobi, Kenya.",2WD,96254,KM,Black,2018,112500,250,4,Petrol,Turbo/Supercharger,1600,Automatic,152,Leather,5,TRUE,Dual Zone,Wood,Android Auto,TRUE,TRUE,TRUE,TRUE,14,,16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
2408,Mazda CX-5 2.2D,Cx5,2849999,KES,SUV,Foreign Used,"Nairobi, Kenya.",2WD,52322,KM,Black,2016,128250,418,4,Diesel,Turbo/Supercharger,2200,Automatic,173,Leather,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,6,TRUE
2407,Mazda Axela 1.5L,Axela,1949999,KES,Saloon,Foreign Used,"Nairobi, Kenya.",2WD,86341,KM,Silver,2016,88650,144,4,Petrol,Natural,1500,Automatic,109,Fabric,5,FALSE,,,Android Auto,TRUE,TRUE,TRUE,FALSE,14,,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6,TRUE
2406,Nissan DAYZ,DAYZ,819999,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,25860,KM,White,2016,36900,56,3,Petrol,Natural,660,Automatic,46,Fabric,5,FALSE,,,,TRUE,FALSE,FALSE,FALSE,18,,20,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE
2402,"Toyota Landcruiser VX 4.5L ""V8"" AT",Landcruiser 200 series,8199999,KES,SUV,Kenyan Used,"Nairobi, Kenya.",4WD,73802,KM,White,2008,369000,650,8,Diesel,Turbo/Supercharger,4500,Automatic,282,Leather,7,FALSE,Multi Zone,Wood,Android Auto,TRUE,FALSE,TRUE,FALSE,6,,8,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,10,TRUE
2394,Lexus RX300,RX300,950000,KES,SUV,Kenyan Used,"Nairobi, Kenya.",AWD,279361,KM,Black,2003,42750,283,6,Petrol,Natural,3000,Automatic,204,Leather,5,FALSE,Dual Zone,Wood,,TRUE,FALSE,FALSE,FALSE,9,,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,8,TRUE
2381,Mazda CX-5 2.2D,Cx5,1980000,KES,SUV,Kenyan Used,"Nairobi, Kenya.",2WD,113711,KM,Black,2014,89100,418,4,Diesel,Turbo/Supercharger,2200,Automatic,173,Leather,5,TRUE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,5,TRUE
2373,"Audi Q5 2.0T QUATTRO ""Typ 8R""",Q5,4499999,KES,SUV,Foreign Used,"Nairobi, Kenya.",AWD,28226,KM,Black,2016,202500,350,4,Petrol,Turbo/Supercharger,2000,Automatic,222,Leather,5,TRUE,Dual Zone,Wood,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
2372,Peugeot 3008 GT-Line,3008,3849999,KES,SUV,Foreign Used,"Nairobi, Kenya.",2WD,84565,KM,Blue,2017,173250,240,4,Petrol,Turbo/Supercharger,1600,Automatic,163,Semi Leather,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,14,,16,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,5,TRUE
2370,Mazda CX-5 2.2D,Cx5,2849999,KES,SUV,Foreign Used,"Nairobi, Kenya.",AWD,67381,KM,Wine Red,2016,218250,418,4,Diesel,Turbo/Supercharger,2200,Automatic,173,Leather,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,FALSE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
2361,Audi Q5 2.0T S-LINE QUATTRO,Q5,4499999,KES,SUV,Foreign Used,"Nairobi, Kenya.",AWD,67635,KM,White,2016,202500,350,4,Petrol,Turbo/Supercharger,2000,Automatic,220,Semi Leather,5,FALSE,Dual Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
2355,Mercedes Benz C180,C180,3699999,KES,Saloon,Kenyan Used,"Nairobi, Kenya.",2WD,97000,KM,Grey,2017,166500,250,4,Petrol,Turbo/Supercharger,1600,Automatic,156,Leather,5,FALSE,Dual Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,12,,14,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,7,TRUE
2352,Nissan March,March,965000,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,14535,KM,Pink,2016,43425,105,4,Petrol,Natural,1200,Automatic,78,Fabric,5,FALSE,,,Android Auto,TRUE,FALSE,TRUE,FALSE,16,,18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE
2342,Nissan Note,Note,1190000,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,45550,KM,Blue,2016,53550,106,4,Petrol,Turbo/Supercharger,1200,Automatic,78,Fabric,5,FALSE,,,Android Auto,TRUE,FALSE,TRUE,FALSE,16,,18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE
2340,"BMW 535i ""F10""",535i,1949999,KES,Saloon,Kenyan Used,"Nairobi, Kenya.",2WD,97494,KM,Black,2011,87750,400,6,Petrol,Turbo/Supercharger,3000,Automatic,302,Leather,5,TRUE,Dual Zone,Wood,BMW idrive infotainment,TRUE,FALSE,TRUE,FALSE,9,,11,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5,TRUE
2338,Nissan March,March,865000,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,43519,KM,White,2015,389250,105,4,Petrol,Natural,1200,Automatic,78,Fabric,5,FALSE,,,Android Auto,TRUE,FALSE,FALSE,FALSE,16,,18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE
2334,Toyota Axio,Axio,1639999,KES,Saloon,Foreign Used,"Nairobi, Kenya.",2WD,100000,KM,White,2016,73800,132,4,Petrol,Natural,1500,Automatic,103,Fabric,5,FALSE,,,Android Auto,TRUE,FALSE,FALSE,FALSE,14,,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE
2333,Toyota Vitz,Vitz,1259999,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,150722,KM,White,2016,56700,102,4,Petrol,Natural,1300,Automatic,94,Fabric,5,FALSE,,,Android Auto,TRUE,TRUE,FALSE,FALSE,16,,18,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE
2321,Toyota Succeed,Probox / Succeed,1269999,KES,Station Wagon,Foreign Used,"Nairobi, Kenya.",2WD,118129,KM,White,2016,57150,141,4,Petrol,Natural,1500,Automatic,109,Fabric,5,FALSE,,,Android Auto,TRUE,FALSE,FALSE,FALSE,14,,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE
2319,Toyota Harrier/PANORAMIC SUNROOF,Harrier,3749999,KES,SUV,Foreign Used,"Nairobi, Kenya.",2WD,48512,KM,White,2016,180000,185,4,Petrol,Natural,2000,Automatic,155,Leather,5,FALSE,Dual Zone,Wood,Android Auto,TRUE,TRUE,TRUE,FALSE,10,,12,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE
2318,Subaru Forester 2.0 NA,Forester,1529999,KES,Station Wagon,Kenyan Used,"Nairobi, Kenya.",AWD,110000,KM,Blue,2011,68850,196,4,Petrol,Natural,2000,Automatic,146,Fabric,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE
2310,Porsche Cayenne Platinum Edition,Cayenne,4149999,KES,SUV,Kenyan Used,"Nairobi, Kenya.",AWD,131603,KM,White,2014,186750,400,6,Petrol,Natural,3600,Automatic,300,Leather,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,8,,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,7,TRUE
2309,Toyota Fielder,Fielder,1335000,KES,Station Wagon,Kenyan Used,"Nairobi, Kenya.",2WD,175884,KM,White,2015,60075,145,4,Petrol,Natural,1500,Automatic,110,Fabric,5,FALSE,,,Android Auto,TRUE,FALSE,FALSE,FALSE,14,,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE
2303,Peugeot 308,308,1649999,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,70872,KM,White,2016,89500,230,4,Petrol,Turbo/Supercharger,1200,Automatic,128,Fabric,5,FALSE,,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,16,,18,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE
2299,LEXUS IS300h,IS,3599999,KES,Saloon,Foreign Used,"Nairobi, Kenya.",2WD,88663,KM,White,2017,162000,221,4,Petrol Hybrid,Turbo/Supercharger,2500,Automatic,219,Leather,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE
2283,Mazda Axela,Axela,2099999,KES,Saloon,Foreign Used,"Nairobi, Kenya.",2WD,111160,KM,Black,2016,94500,144,4,Petrol,Natural,1500,Automatic,109,Fabric,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,FALSE,14,,16,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
2280,Audi SQ5/PANORAMIC SUNROOF,SQ5,5599999,KES,SUV,Foreign Used,High seas,AWD,42042,KM,Black,2017,252000,469,6,Petrol,Turbo/Supercharger,3000,Automatic,354,Leather,5,TRUE,Dual Zone,Polished Metal,Audi MM1 infotainment,TRUE,TRUE,TRUE,TRUE,8,,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,8,TRUE
2279,Mercedes Benz GLE 350d Coupe,GLE350,10799999,KES,Coupe,Foreign Used,High seas,AWD,47134,KM,White,2017,486000,620,6,Diesel,Turbo/Supercharger,3000,Automatic,255,Leather,5,TRUE,Multi Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,9,,11,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE
2278,Mercedes Benz E250,E250,3299999,KES,Saloon,Kenyan Used,"Nairobi, Kenya.",2WD,122898,KM,White,2014,148500,350,4,Petrol,Turbo/Supercharger,2000,Automatic,211,Semi Leather,5,TRUE,Dual Zone,Polished Metal,Mercedes Command infotainment,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
2277,Lexus RX450H,RX450h,4499999,KES,SUV,Kenyan Used,"Nairobi, Kenya.",4WD,99118,KM,Black,2012,108000,350,6,Petrol Hybrid,Natural,3500,Automatic,327,Fabric,5,FALSE,Dual Zone,Polished Metal,Android Auto,TRUE,TRUE,TRUE,FALSE,10,,12,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5,TRUE
2274,Daihatsu Move,move,839999,KES,Hatchback,Foreign Used,"Nairobi, Kenya.",2WD,104360,KM,White,2016,37800,64,3,Petrol,Natural,650,Automatic,51,Fabric,5,FALSE,,,Android Auto,TRUE,TRUE,FALSE,FALSE,18,,20,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,TRUE
2272,Honda Fit,Fit,1449999,KES,Hatchback,Kenyan Used,"Nairobi, Kenya.",2WD,128030,KM,Wine Red,2015,65250,130,4,Petrol,Natural,1300,Automatic,97,Fabric,5,FALSE,,,Android Auto,TRUE,TRUE,TRUE,FALSE,14,,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5,TRUE
2270,Subaru Outback EyeSight Package 2.5,Outback,2999999,KES,Station Wagon,Foreign Used,"Nairobi, Kenya.",AWD,78459,KM,White,2016,135000,235,4,Petrol,Natural,2500,Automatic,173,Fabric,5,TRUE,Dual Zone,Wood,Android Auto,TRUE,TRUE,TRUE,TRUE,10,,12,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,5,TRUE
2268,Ford Ranger,Ranger,1199999,KES,Pickup,Kenyan Used,"Nairobi, Kenya.",4WD,400692,KM,Silver,2011,54000,330,4,Diesel,Turbo/Supercharger,2500,Manual,141,Fabric,5,FALSE,,,,TRUE,FALSE,FALSE,FALSE,10,,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
